show_id,type,title,listed_in,description
80241004,TV Show,Stunt Science,British TV Shows  International TV Shows  Reality TV,"When it comes to daring stunts and outrageous pranks, we often wonder: What were they thinking? This high-octane series tries to find some answers."
80201824,Movie,A Scandall,International Movies  Thrillers,"A film school graduate is interested in making a movie about his girlfriend's uncle, who claims that he can see his long-dead daughter."
80203782,Movie,Aisa Yeh Jahaan,Dramas  Independent Movies  International Movies,"During a vacation with her parents, away from her concrete urban existence, a young girl learns to appreciate the joys of connecting with nature."
80201829,Movie,Ankur Arora Murder Case,Dramas  International Movies  Thrillers,A young medical intern sets out to fight for justice after the negligence of the surgeon he looked up to ends in tragedy.
80126016,Movie,Belief: The Possession of Janet Moses,Documentaries  International Movies,"This documentary tries to reconstruct, through a series of interviews, a family's misguided attempt to heal a woman's pain through exorcism."
80202089,Movie,Calendar Girls,Dramas  International Movies,Five calendar models try to navigate the twists and turns thrown in their path by the seductive and ruthless world of glamour.
80203789,Movie,Darra,Dramas  International Movies,"After returning from school and getting married, a popular farmer begins to arouse resentment and jealousy among those around him."
80193423,Movie,El Che,Documentaries  International Movies,"Spanish-Mexican writer Paco Ignacio Taibo II hits the road to trace the footsteps of Ernesto ""Che"" Guevara and sheds new light on the revolutionary."
80201825,Movie,Gour Hari Dastaan: The Freedom File,Dramas  Independent Movies  International Movies,A former freedom fighter is forced to navigate the corridors of a disinterested bureaucracy to prove that he fought in India's freedom movement.
80202376,TV Show,Harry & Bunnie,Kids' TV  TV Comedies,A young wannabe magician and his mischievous stage rabbit battle and sabotage each other while putting on shows.
80028360,Movie,Jal,Dramas  Independent Movies  International Movies,A gifted young man from a drought-stricken village helps a group of ecologists find water for migrating flamingoes.
80203783,Movie,Macchli Jal Ki Rani Hai,Horror Movies  International Movies,"After relocating to a different town with her husband, a housewife begins to sense the existence of a mysterious presence in their new house."
80142617,Movie,Money,Thrillers,"Two corporate spies with a $5 million haul for selling secrets are held hostage by a thief, triggering a game of cat and mouse to gain the upper hand."
80201823,Movie,One Night Stand,Dramas  International Movies  Music & Musicals,An obsession with a woman with whom he had a one-night stand brings disharmony into a man's life and destroys his peace of mind.
80190841,Movie,OtherLife,Dramas  Independent Movies  International Movies,"After inventing a drug that induces time-compressed virtual realities, young Ren grapples with partner Sam over how to use their powerful creation."
80115858,Movie,Sardaarji 2,Action & Adventure  Comedies  International Movies,A simple farmer's life becomes complicated after he resolves to save his village from an economic crisis by traveling to Australia to earn money.
80183199,TV Show,Seven and Me,Kids' TV,A little girl discovers she’s the modern-day descendant of Snow White when seven dwarfs arrive at her suburban home to serve as her guardian angels.
80158547,Movie,Singapore,Comedies  Dramas  International Movies,"When his employee disappears in Singapore, Shyam travels from India to investigate the absence and becomes entangled in a deadly plot."
80206827,Movie,Story of an Egg,Comedies  International Movies  Romantic Movies,"When an astrologer gives him one year to find a mate or face being alone forever, a professor sets out to find a bride despite serious obstacles."
80202090,Movie,Tamanchey,Action & Adventure  International Movies  Romantic Movies,A man and a woman on the run from the law are drawn to each other through the common bond of their mutual dependency.
80203790,Movie,Teshan,Comedies  International Movies  Romantic Movies,New beginnings appear to be on the horizon after a simple country boy forms a bond with a sophisticated urban girl with modern ideas.
80158391,Movie,Ujala,Dramas  International Movies,"An honest man dreams of a better life for his family, but a childhood friend leads him into a world of crime that keeps happiness just out of reach."
80201822,Movie,Veerappan,Action & Adventure  Dramas  International Movies,A police official assembles an elaborate network of spies and undercover operatives to bring down a ruthless bandit with a private army.
80211540,Movie,Why Knot,Documentaries,"Pressured by his traditional family to marry, a filmmaker explores the idea of monogamy and the possibility of lifelong union without sexual fidelity."
80123743,Movie,A Mighty Team,Comedies  International Movies  Sports Movies,"When a fit of anger leads to a serious injury, a sidelined soccer star returns to his hometown and reluctantly agrees to train the local youth."
70258995,Movie,Berserk: The Golden Age Arc I - The Egg of the King,Action & Adventure  Anime Features  International Movies,"Loner Guts is recruited by Griffith and his band of mercenaries, but their ensuing success as a full-fledged army could lead to a horrible fate."
70208801,Movie,Bleach The Movie: Fade to Black,Action & Adventure  Anime Features  Sci-Fi & Fantasy,"When his mind is fogged by a scimitar-weilding stranger, Mayuri destroys his laboratory, unleashing a cloud of reishi that lays waste to the Seiretei."
70260383,Movie,Bleach the Movie: Hell Verse,Action & Adventure  Anime Features  Sci-Fi & Fantasy,"When a group of vicious Sinners plots to escape from this eternal prison in Hell, they discover that Substitute Soul Reaper Ichigo is the key to their freedom. The Sinners launch an attack and in the process kidnap Ichigo's younger sister."
80123744,Movie,Blind Date,Comedies  International Movies  Romantic Movies,"A passionate pianist and a soulful puzzle maker who treasures silence aren't the best neighbors, but things get interesting when they start to date."
70204970,TV Show,DEATH NOTE,Anime Series  Crime TV Shows  International TV Shows,"When a Japanese high schooler comes into possession of a mystical notebook, he finds he has the power to kill anybody whose name he enters in it."
70105699,Movie,Naruto Shippûden the Movie: Bonds,Action & Adventure  Anime Features  International Movies,"When strange ninjas ambush the village of Konohagakure, it's up to adolescent ninja Naruto and his long-missing pal, Sasuke, to save the planet."
70124999,Movie,Naruto Shippuden: The Movie,Action & Adventure  Anime Features  International Movies,"The adventures of adolescent ninja Naruto Uzumaki continue as he's tasked with protecting a priestess from a demon – but to do so, he must die."
80088507,TV Show,Power Rangers Dino Super Charge,Kids' TV,Just when you thought the Rangers' mission was accomplished there's an even more difficult challenge for them to face with the arrival of a new enemy.
80080727,TV Show,Spotless,Crime TV Shows  International TV Shows  TV Dramas,The law-abiding owner of a crime scene cleaning service is forced into business with a powerful mob boss thanks to his irresponsible older brother.
80990869,Movie,"Martin Matte: La vie, la mort...eh la la..!",Stand-Up Comedy,"Quebecois comedy star Martin Matte serves up embarrassing personal stories, a solution for social media trolls and more in this unpredictable special."
80187205,Movie,This Is Not What I Expected,Comedies  International Movies  Romantic Movies,"Romance and cuisine mix when a perpetually dissatisfied hotel executive finally encounters the perfect meal, and the sous chef that made it."
80097472,Movie,Sky Ladder: The Art of Cai Guo-Qiang,Documentaries,"Known for his spectacular pyrotechnic displays, Chinese artist Cai Guo-Qiang creates his most ambitious project yet in this breathtaking documentary."
80075009,Movie,Suburra,Dramas  International Movies  Thrillers,A grueling battle over turning a seaside town near Rome into a gambling paradise exposes criminal rivalries and endemic corruption on a grand scale.
70293417,TV Show,Russell Peters vs. the World,Docuseries  Stand-Up Comedy & Talk Shows,"A four-part docu-series that's an exclusive, backstage pass to global comedy superstar Russell Peters' record-breaking ""Notorious"" world tour."
70280748,Movie,Russell Peters: Notorious,Stand-Up Comedy,"Global comedy star Russell Peters leaves no ethnic or cultural stereotype unsatirized in this outrageous standup appearance in Sydney, Australia."
81034012,Movie,Street Flow,Dramas  International Movies,"Three brothers – a gangster, a scholar and an impressionable teen – learn hard lessons in the gritty suburbs while searching for the means to survive."
